Name,Location,Latitude,Longitude,Elevation,Morphology,Status,Time of Last Eruption,OBJECTID,ID,Country,OID,x,y
Central Bismarck Sea,Admiralty Is-SW Paci,-3.03,147.78,-1300,Submarine volcano,Hydrophonic,D1,2308,50003,United States,722,16450794.34943,-337455.385228204
Kuh-e Nader,Iran,28.17,60.67,1500,Volcanic field,Holocene,Unknown,2309,30204,Iran,725,6753753.50642791,3270423.85617316
Unnamed,Taiwan-E of,20.93,134.75,-6000,Submarine volcano,Uncertain,Unknown,2310,80101,Taiwan,731,15000301.3843936,2383533.79041254
Asacha,Kamchatka,52.355,157.827,1910,Pyroclastic cone,Holocene,U,2311,1000058,Russia,734,17569221.27343,6864570.29679772
Unnamed,Kermadec Is,-29.18,-177.87,-560,Submarine volcano,Historical,D3,2312,40204,New Zealand,735,-19800397.8273996,-3398576.01040905
Unnamed,Tonga-SW Pacific,-21.338,-175.65,-68,Submarine volcano,Historical,D2,2313,40301,Tonga,736,-19553268.5578385,-2432227.41279381
Unnamed,Tonga-SW Pacific,-20.852,-175.55,-296,Submarine volcano,Historical,D1,2314,40303,Tonga,737,-19542136.6087592,-2374239.89309334
Vailulu'u,Samoa-SW Pacific,-14.215,-169.058,-592,Submarine volcano,Uncertain,Unknown,2315,40400,United States,738,-18819450.4745292,-1598894.53981812
Unzendake,Kyushu-Japan,32.761,130.299,1483,Complex volcano,Historical,D1,2316,80210,Japan,740,14504818.3308728,3863623.50916372
Upolu,Samoa-SW Pacific,-13.935,-171.72,1100,Shield volcano,Holocene,U,2317,40403,Samoa,741,-19115782.9590209,-1566760.32103547
Uratman,Kuril Is,47.12,152.25,678,Somma volcano,Holocene,U,2318,900191,Russia,742,16948392.4732759,5961683.16996533
Ushishur,Kuril Is,47.513,152.814,357,Caldera,Historical,D3,2319,90021,Russia,743,17009618.1932122,6027368.22106761
Ushkovsky,Kamchatka,56.113,160.509,3943,Compound volcano,Historical,D3,2320,1000261,Russia,744,17867780.1477375,7580943.72601939
Toya,Hokkaido-Japan,42.544,140.839,733,Stratovolcano,Historical,D1,2321,80503,Japan,745,15678125.7638339,5242819.5629278
Usulutan,El Salvador,13.419,-88.471,1449,Stratovolcano,Holocene,U,2322,1403081,El Salvador,746,-9848546.66997171,1507642.92044317
Uzon,Kamchatka,54.489,159.974,1617,Caldera,Radiocarbon,D7,2323,100017,Russia,749,17807778.9422,7265424.81854457
Veniaminof,Alaska Peninsula,56.17,-159.38,2507,Stratovolcano,Historical,D1,2324,110207,United States,754,-17742100.4426319,7592332.55002185
Vernadskii Ridge,Kuril Is,50.55,155.97,1183,Cinder cone,Holocene,U,2325,90037,Russia,756,17362500.9790269,6542076.66005057
Vestmannaeyjar,Iceland-S,63.416,-20.266,283,Submarine volcano,Historical,D1,2326,170201,Iceland,757,-2256000.80041648,9202989.695751
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,2327,10102,Italy,758,1605894.97418376,4985974.94867072
Victory,New Guinea,-9.2,149.072,1832,Stratovolcano,Historical,D2,2328,50303,Papua New Guinea,760,16594396.4925533,-1028568.76250343
Villarrica,Chile-C,-39.42,-71.93,2847,Stratovolcano,Historical,D1,2329,150712,Chile,762,-8007210.97276017,-4782012.78127605
Vilyuchinsky,Kamchatka,52.7,158.28,2173,Stratovolcano,Tephrochronology,D7,2330,1000083,Russia,763,17619649.0027593,6927697.68990079
Visoke,Africa-C,-1.458,29.485,3696,Stratovolcano,Historical,D2,2331,20305,Rwanda,764,3282255.18603967,-162321.336910159
Apagado,Argentina,-41.88,-72.58,1210,Cinder cone,Holocene,U,2332,1508024,Argentina,766,-8079568.6417758,-5143020.9406684
"Voon, Tarso",Africa-N,20.92,17.28,3100,Stratovolcano,Fumarolic,U,2333,20502,Chad,767,1923600.80090777,2382341.99508634
Voyampolsky,Kamchatka,58.374,160.631,1103,Shield volcano,Holocene,U,2334,100072,Russia,768,17881361.1256143,8046297.0605781
Vsevidof,Aleutian Is,53.13,-168.693,2149,Stratovolcano,Historical,D3,2335,110127,United States,769,-18778818.8603897,7007080.69701049
Vulcano,Italy,38.404,14.962,500,Stratovolcano,Historical,D3,2336,10105,Italy,770,1665562.22124896,4636655.7216027
Sessagara Hills,New Guinea,-9.554,149.128,493,Pyroclastic cone,Historical,D2,2337,50304,Papua New Guinea,773,16594953.0900073,-1070315.83893451
Wallis Islands,SW Pacific,-13.3,-176.17,143,Shield volcano,Holocene,U,2338,40405,Wallis & Futuna,774,-19611154.693051,-1494027.4564185
Sulu Range,New Britain-SW Pac,-5.5,150.942,610,Hydrothermal field,Hot Springs,Unknown,2339,50209,Papua New Guinea,775,16802786.5793183,-613199.663349971
Wapi Lava Field,US-Idaho,42.886,-113.217,1597,Shield volcano,Radiocarbon,D7,2340,120403,United States,776,-12603592.7476144,5293724.42332216
Washiba-Kumonotaira,Honshu-Japan,36.408,137.594,2924,Shield volcano,Tephrochronology,D7,2341,803071,Japan,777,15316894.0162097,4356907.74855128
Wells Gray-Clearwater,Canada,52.33,-120.57,2576,Cinder cone,Dendrochronology,D5,2342,120015,Canada,780,-13421791.004945,6860015.04177743
West Crater,US-Washington,45.88,-122.08,1329,Volcanic field,Radiocarbon,D7,2343,120106,United States,781,-13589883.4360428,5761139.94521406
West Eifel Volcanic Field,Germany,50.17,6.85,600,Maar,Radiocarbon,D7,2344,10001,Germany,782,762538.511933924,6475769.064511
Westdahl,Aleutian Is,54.516,-164.65,1563,Stratovolcano,Historical,D1,2345,110134,United States,783,-18328754.1591125,7268492.58425862
Whangarei,New Zealand,-35.75,174.27,397,Cinder cone,Holocene,Unknown,2346,401011,New Zealand,785,19399647.6605438,-4266276.05969191
Whakaari/White Island,New Zealand,-37.52,177.18,294,Stratovolcano,Historical,D1,2347,40104,New Zealand,786,19723587.3787522,-4511838.07197734
Wilis,Java,-7.808,111.758,2563,Stratovolcano,Holocene,U,2348,60327,Indonesia,787,12440843.6520747,-871885.401166089
Wolf,Galapagos,0.02,-91.35,1710,Shield volcano,Historical,D1,2349,150302,Ecuador,788,-10169035.4839655,2226.38986107913
Wrangell,Alaska-E,62.006,-144.017,4278,Shield volcano,Historical,D2,2350,110502,United States,789,-16031899.1055749,8860565.64015903
Wudalianchi,China-E,48.722,126.15,597,Volcanic field,Historical,D4,2351,100503,China,790,14042953.7635715,6227821.58320177
Wurlali,Banda Sea,-7.125,128.675,868,Stratovolcano,Historical,D3,2352,60504,Indonesia,791,14324035.4778245,-795203.53846464
Yakedake,Honshu-Japan,36.227,137.587,2455,Stratovolcano,Historical,D1,2353,80307,Japan,793,15316114.7797741,4331901.34499124
Yali,Greece,36.671,27.14,180,Lava dome,Holocene,U,2354,102051,Greece,794,3021210.98012944,4393347.10888136
Yangudi,Africa-NE,10.58,41.042,1383,Complex volcano,Holocene,U,2355,201151,Ethiopia,795,4568774.54113753,1184511.00696819
Yantarni,Alaska Peninsula,57.019,-157.185,1345,Stratovolcano,Tephrochronology,D7,2356,110210,United States,796,-17497754.1603407,7764003.09988985
"Yar, Jabal",Arabia-W,17.05,42.83,305,Volcanic field,Historical,D3,2357,30108,Saudi Arabia,798,4767813.79067591,1926646.11137572
Yasur,Vanuatu-SW Pacific,-19.532,169.447,361,Stratovolcano,Historical,D1,2358,50710,Vanuatu,799,18862753.7564478,-2217671.53718893
Yate,Chile-S,-41.755,-72.396,2187,Stratovolcano,Holocene,U,2359,1508022,Chile,800,-8059085.85546983,-5124349.990527
"Yojoa, Lago",Honduras,14.964,-87.983,1060,Volcanic field,Holocene,U,2360,140315,Honduras,805,-9794222.75846459,1685051.61752202
Hankow Reef,New Guinea-NE of,-4.883,146.717,-5,Unknown,Uncertain,Unknown,2361,501041,Papua New Guinea,806,16332461.7307167,-544232.284490102
Yoteizan,Hokkaido-Japan,42.827,140.812,1888,Stratovolcano,Radiocarbon,D7,2362,805032,Japan,807,15675120.1375824,5285676.44501934
Young Island,Antarctica,-66.42,162.47,1340,Stratovolcano,Fumarolic,U,2363,1900011,Antarctica,808,18086077.6691832,-9992753.27617012
Yucamane,Peru,-17.184,-70.196,5495,Stratovolcano,Historical,D4,2364,150405,Peru,809,-7814182.97572463,-1942254.27961714
Yunaska,Aleutian Is,52.639,-170.632,550,Shield volcano,Historical,D2,2365,110121,United States,811,-18994333.3945655,6917233.67362568
"Zacate Grande, Isla",Honduras,13.33,-87.63,640,Stratovolcano,Holocene,U,2366,140314,Honduras,812,-9754926.97821456,1497459.29373325
Zaozan [Zaosan],Honshu-Japan,38.144,140.44,1841,Complex volcano,Historical,D2,2367,80319,Japan,813,15633709.2870073,4599788.20296497
Zapatera,Nicaragua,11.73,-85.82,629,Shield volcano,Holocene,U,2368,1404111,Nicaragua,815,-9553438.69987874,1314995.93646411
Veer,Kamchatka,53.753,158.448,520,Stratovolcano,Radiocarbon,D7,2369,1000121,Russia,817,17638573.3161942,7122950.74436701
Zavaritzki Caldera,Kuril Is,46.918,151.952,612,Caldera,Historical,D2,2370,90018,Russia,818,16914996.6260379,5929840.74413724
Zavodovski,Antarctica,-56.3,-27.57,551,Stratovolcano,Historical,D3,2371,190013,Antarctica,819,-3069078.36117055,-7618370.45225023
Zengyu,Taiwan-N of,26.18,122.458,-418,Submarine volcano,Historical,D2,2372,80105,Taiwan,820,13631962.2035627,3021391.848239
Zheltovsky,Kamchatka,51.577,157.328,1926,Stratovolcano,Historical,D1,2373,100004,Russia,821,17513672.8475241,6724000.04831951
Zhupanovsky,Kamchatka,53.589,159.15,2899,Compound volcano,Historical,D2,2374,100012,Russia,822,17716496.9597495,7092698.901381
Zimina,Kamchatka,55.862,160.603,3057,Stratovolcano,Holocene,U,2375,1000242,Russia,823,17878244.1798721,7530992.66511661
Zubair Group,Red Sea,15.05,42.18,191,Shield volcano,Historical,D3,2376,20102,Yemen,824,4695456.12166028,1694963.13500732
Zukur,Red Sea,14.02,42.75,624,Shield volcano,Holocene,U,2377,201021,Yemen,825,4758908.23141245,1576511.19575175
Zuni-Bandera,US-New Mexico,34.8,-108,2550,Volcanic field,Anthropology,D7,2378,121002,United States,826,-12022505.0056735,4136735.04939742
Abu,Honshu-Japan,34.483,131.517,641,Shield volcano,Holocene,Unknown,2379,803001,Japan,828,14649644.9883948,4096139.04044723
Acamarachi,Chile-N,-23.292,-67.618,6023,Stratovolcano,Holocene,Unknown,2380,1505096,Chile,829,-7527201.32845957,-2667369.50189233
Acatenango,Guatemala,14.501,-90.876,3976,Stratovolcano,Historical,D1,2381,140208,Guatemala,830,-10116270.0453295,1631758.44920366
Acigol-Nevsehir,Turkey,38.537,34.621,1683,Maar,Holocene,U,2382,103004,Turkey,831,3853992.09075392,4655566.13104739
Adams,US-Washington,46.206,-121.49,3742,Stratovolcano,Tephrochronology,D6,2383,120104,United States,834,-13524204.9364748,5813422.54227704
Adatarayama,Honshu-Japan,37.647,140.281,1728,Stratovolcano,Historical,D1,2384,80317,Japan,835,15616009.4879712,4529678.07241946
Adwa,Africa-NE,10.063,40.831,1670,Stratovolcano,Holocene,U,2385,20117,Ethiopia,836,4545286.12858015,1126011.98345132
Afdera,Africa-NE,13.088,40.853,1250,Stratovolcano,Holocene,Unknown,2386,20111,Ethiopia,837,4547735.15737761,1469787.85199385
Ghegham Volcanic Ridge,Armenia,40.283,45,3597,Volcanic field,Holocene,U,2387,10407,Armenia,838,5009377.08569731,4907152.69440591
Agrigan,Mariana Is-C Pacific,18.77,145.67,965,Stratovolcano,Historical,D2,2388,80416,United States,839,16215910.2238562,2127875.76665712
Agua,Guatemala,14.465,-90.743,3760,Stratovolcano,Holocene,U,2389,140210,Guatemala,840,-10101464.553054,1627619.41682166
Agua de Pau,Azores,37.77,-25.47,947,Stratovolcano,Historical,D5,2390,180209,Portugal,841,-2835307.43050468,4546985.28443041
Aguilera,Chile-S,-50.33,-73.75,2546,Stratovolcano,Radiocarbon,D7,2391,1508062,Chile,842,-8209812.44600393,-6503623.3883673
Agung,Lesser Sunda Is,-8.343,115.508,2997,Stratovolcano,Historical,D1,2392,60402,Indonesia,843,12858291.7425494,-932038.0383486
Ahyi,Mariana Is-C Pacific,20.42,145.03,-75,Submarine volcano,Uncertain,U,2393,804141,United States,844,16144665.7497485,2322852.63190577
Bakening,Kamchatka,53.905,158.07,2278,Stratovolcano,Historical,D1,2394,1000123,Russia,845,17596271.9096928,7152184.92164479
Akagisan,Honshu-Japan,36.56,139.193,1828,Stratovolcano,Historical,D6,2395,80313,Japan,846,15494893.8819881,4377952.63701216
Akan,Hokkaido-Japan,43.384,144.013,1499,Caldera,Historical,D1,2396,80507,Japan,847,16031453.8276117,5370604.41376955
Akita-Komagatake,Honshu-Japan,39.761,140.799,1637,Stratovolcano,Historical,D1,2397,80323,Japan,849,15673672.9842021,4831271.99095736
Akita-Yakeyama,Honshu-Japan,39.964,140.757,1366,Complex volcano,Historical,D1,2398,80326,Japan,850,15668997.5655888,4860712.23584448
Yokoatejima,Ryukyu Is,28.797,128.997,495,Stratovolcano,Holocene,U,2399,802021,Japan,851,14359880.3538599,3349833.96785979
Akutan,Aleutian Is,54.134,-165.986,1303,Stratovolcano,Historical,D1,2400,110132,United States,852,-18477476.9988123,7195575.24696852
Alaid,Kuril Is,50.861,155.565,2285,Stratovolcano,Historical,D1,2401,90039,Russia,853,17317416.5852556,6596742.96514622
Alamagan,Mariana Is-C Pacific,17.6,145.83,744,Stratovolcano,Radiocarbon,D6,2402,80418,United States,854,16233721.3423831,1990781.89126188
Alayta,Africa-NE,12.888,40.573,1496,Shield volcano,Historical,D2,2403,201112,Ethiopia,855,4516565.69995549,1446939.41331086
Colli Albani,Italy,41.757,12.725,949,Caldera,Holocene,Unknown,2404,101004,Italy,856,1413757.53307457,5120620.16713983
Alcedo,Galapagos,-0.43,-91.12,1130,Shield volcano,Historical,D1,2405,150304,Ecuador,857,-10143432.0010831,-47867.8303925891
Ale Bagu,Africa-NE,13.512,40.631,988,Stratovolcano,Holocene,U,2406,20109,Ethiopia,858,4523022.2304215,1518288.27175512
Alid,Africa-NE,14.88,39.92,904,Stratovolcano,Holocene,U,2407,20104,Eritrea,859,4443874.07246748,1675374.43850361
Alligator Lake,Canada,60.42,-135.42,2217,Volcanic field,Holocene,U,2408,120002,Canada,860,-15074885.4432251,8493845.80497278
Almolonga,Guatemala,14.797,-91.519,3173,Stratovolcano,Historical,D3,2409,140204,Guatemala,861,-10187848.4779096,1665816.16601746
Alney-Chashakondzha,Kamchatka,56.656,159.647,2570,Stratovolcano,Holocene,U,2410,100045,Russia,862,17771822.7466737,7690130.67152217
Alu-Dalafilla,Africa-NE,13.793,40.553,578,Fissure vent,Holocene,U,2411,20106,Ethiopia,864,4514339.31013962,1550478.61768024
Aluto,Africa-NE,7.77,38.78,2335,Stratovolcano,Holocene,U,2412,20127,Ethiopia,866,4316969.85296315,867615.869211674
Amak,Aleutian Is,55.418,-163.147,547,Stratovolcano,Historical,D4,2413,110139,United States,867,-18161663.6034318,7444594.55960742
Amasing,Halmahera-Indonesia,-0.525,127.496,1006,Stratovolcano,Holocene,U,2414,608072,Indonesia,868,14191008.6863265,-59000.1715380416
Ambalatungan Group,Luzon-Philippines,17.32,121.1,2329,Compound volcano,Fumarolic,U,2415,703088,Philippines,869,13480790.3350654,1958106.95283056
Ambang,Sulawesi-Indonesia,0.75,124.42,1795,Complex volcano,Historical,D3,2416,60602,Indonesia,870,13850371.0444991,83492.0024838497
Ambitle,New Ireland-SW Pacif,-4.08,153.65,450,Stratovolcano,Radiocarbon,D7,2417,50402,Papua New Guinea,871,17104239.7603865,-454567.854131316
Salton Buttes,US-California,33.197,-115.616,-40,Cinder cone,Holocene,U,2418,120320,United States,872,-12870314.2475551,3921481.70656713
Ambre-Bobaomby,Madagascar,-12.6,49.15,1475,Volcanic field,Holocene,U,2419,303011,Madagascar,873,5471352.9724894,-1414069.62965808
Ambrym,Vanuatu-SW Pacific,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,2420,50704,Vanuatu,874,18715032.7921652,-1833692.38571403
Amsterdam Island,Indian O-S,-37.83,77.52,881,Stratovolcano,Holocene,U,2421,304001,Indian Ocean,877,8629486.92629457,-4555438.27152209
Amukta,Aleutian Is,52.5,-171.252,1066,Stratovolcano,Historical,D1,2422,110119,United States,878,-19063685.4373297,6891041.72389158
Anatahan,Mariana Is-C Pacific,16.35,145.67,790,Stratovolcano,Holocene,U,2423,80420,United States,880,16215910.2238562,1845290.52007205
Sara Sara,Peru,-15.33,-73.45,5522,Cinder cone,Holocene,U,2424,1504002,Peru,882,-8176416.59876594,-1727261.04461951
Andrus,Antarctica,-75.8,-132.33,2978,Shield volcano,Holocene,Unknown,2425,1900023,Antarctica,883,-14730908.2166739,-13285628.5864556
Aneityum,Vanuatu-SW Pacific,-20.2,169.78,852,Stratovolcano,Holocene,Unknown,2426,50711,Vanuatu,884,18899823.146882,-2296738.78425518
Aniakchak,Alaska Peninsula,56.88,-158.17,1341,Caldera,Historical,D2,2427,110209,United States,885,-17607403.8587721,7735631.16269196
Ankaizina Field,Madagascar,-14.3,48.67,2878,Cinder cone,Holocene,U,2428,303013,Madagascar,887,5417919.61690862,-1608657.4067022
Vakinankaratra,Madagascar,-19.85,46.942,2644,Cinder cone,Holocene,U,2429,303015,Madagascar,888,5225559.53681785,-2255269.80823364
Antillanca Volcanic Complex,Chile-C,-40.783,-72.15,1979,Stratovolcano,Holocene,U,2430,1507153,Chile,889,-8031701.26073469,-4980386.71097412
Antisana,Ecuador,-0.481,-78.141,5753,Stratovolcano,Historical,D3,2431,150203,Ecuador,891,-8698616.33007719,-53545.304023673
Falso Azufre,Argentina,-26.8,-68.37,5906,Scoria cone,Holocene,U,2432,1505124,Argentina,892,-7610913.58553611,-3098506.53610342
"Nevada, Sierra",Argentina,-26.48,-68.58,6173,Stratovolcano,Holocene,U,2433,1505123,Argentina,893,-7634290.6786027,-3058653.48645643
Antuco,Chile-C,-37.406,-71.349,2979,Stratovolcano,Historical,D3,2434,150708,Chile,894,-7942534.34860928,-4495850.05846597
Ambae,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,Historical,D1,2435,50703,Vanuatu,895,18683306.7372891,-1734072.16868735
Aogashima,Izu Is-Japan,32.458,139.759,423,Stratovolcano,Historical,D4,2436,80406,Japan,896,15557900.7137771,3823581.53790769
Apaneca Range,El Salvador,13.872,-89.742,2028,Stratovolcano,Holocene,U,2437,140301,El Salvador,897,-9994931.80036486,1561714.22056031
Apastepeque Field,El Salvador,13.72,-88.77,700,Volcanic field,Holocene,U,2438,1403071,El Salvador,898,-9881831.19771889,1542112.30745588
Apo,Mindanao-Philippines,6.989,125.269,2938,Stratovolcano,Fumarolic,U,2439,70103,Philippines,899,13944881.2921826,779948.518433401
Apoyeque,Nicaragua,12.242,-86.342,518,Pyroclastic shield,Radiocarbon,D7,2440,1404091,Nicaragua,900,-9611547.47407283,1373262.01780085
Pular,Argentina,-24.188,-68.054,6233,Stratovolcano,Historical,D1,2441,1505107,Argentina,901,-7575736.62644544,-2776333.51876857
Aragats,Armenia,40.53,44.2,4095,Stratovolcano,Holocene,U,2442,10406,Armenia,902,4920321.49306269,4943262.00274201
"Aramuaca, Laguna",El Salvador,13.428,-88.105,181,Maar,Holocene,U,2443,1403101,El Salvador,903,-9807803.73634137,1508672.93509496
Ararat,Turkey,39.7,44.3,5165,Stratovolcano,Holocene,U,2444,10304,Turkey,904,4931453.44214202,4822442.38744278
Ardoukoba,Africa-NE,11.58,42.47,298,Fissure vent,Historical,D1,2445,201126,Djibouti,906,4727738.77399033,1297946.47814317
Arenal,Costa Rica,10.463,-84.703,1670,Stratovolcano,Historical,D1,2446,1405033,Costa Rica,907,-9429094.82866265,1171263.89318562
"Arhab, Harra of",Arabia-S,15.603,44.098,3100,Volcanic field,Historical,D6,2447,30109,Yemen,908,4906963.1541675,1761914.01827889
Arjuno-Welirang,Java,-7.733,112.575,3343,Stratovolcano,Historical,D2,2448,60329,Indonesia,910,12531791.6760528,-863459.064621888
Asamayama,Honshu-Japan,36.406,138.523,2568,Complex volcano,Historical,D1,2449,80311,Japan,912,15420309.8231566,4356631.11697611
Asavyo,Africa-NE,13.098,41.599,1338,Shield volcano,Holocene,U,2450,201104,Ethiopia,913,4630779.49750939,1470930.75829477
Ascension,Atlantic-S,-7.95,-14.37,858,Stratovolcano,Holocene,U,2451,180505,Atlantic Ocean,914,-1599661.08269934,-887843.420386947
Askja,Iceland-NE,65.033,-16.783,1080,Stratovolcano,Historical,D2,2452,170306,Iceland,915,-1868275.01398351,9617069.2267285
Asosan,Kyushu-Japan,32.885,131.085,1592,Caldera,Historical,D1,2453,80211,Japan,917,14594430.5209613,3879917.00604035
Assab Volcanic Field,Africa-NE,12.95,42.43,987,Volcanic field,Holocene,U,2454,201125,Eritrea,918,4723285.9943586,1454020.46398273
Asuncion,Mariana Is-C Pacific,19.671,145.406,857,Stratovolcano,Historical,D2,2455,80415,United States,919,16186521.8782867,2234096.8180306
Atacazo,Ecuador,-0.353,-78.617,4463,Stratovolcano,Radiocarbon,D7,2456,1502021,Ecuador,920,-8751604.40769479,-39296.0288510607
Atitlan,Guatemala,14.583,-91.186,3535,Stratovolcano,Historical,D3,2457,140206,Guatemala,921,-10150779.0874754,1641188.75923326
Atka Volcanic Complex,Aleutian Is,52.331,-174.139,1518,Stratovolcano,Historical,D1,2458,110116,United States,922,-19385064.8072499,6860197.20253772
Nylgimelkin,Kamchatka,57.97,160.65,1764,Shield volcano,Holocene,U,2459,100065,Russia,923,17883476.1959394,7961018.11035218
"Atlixcos, Los",Mexico,19.81,-96.527,775,Shield volcano,Holocene,U,2460,1401094,Mexico,924,-10745225.1683115,2250418.02872681
Etorofu-Atosanupuri [Atosanupuri],Kuril Is,44.808,147.131,1206,Stratovolcano,Historical,D2,2461,90005,Russia,925,16378547.9999051,5591345.49147795
Auckland Volcanic Field,New Zealand,-36.89,174.81,260,Volcanic field,Radiocarbon,D6,2462,40102,New Zealand,927,19466439.3550198,-4425177.22786509
Augustine,Alaska-SW,59.363,-153.435,1218,Lava dome,Historical,D1,2463,110301,United States,928,-17079749.472412,8259262.21390144
Avachinsky,Kamchatka,53.256,158.836,2717,Stratovolcano,Historical,D1,2464,100010,Russia,929,17681542.6396404,7030492.09284853
Awu,Sangihe Is-Indonesia,3.689,125.447,1318,Stratovolcano,Historical,D1,2465,60704,Indonesia,930,13964696.1615438,410941.622932258
Cobb Segment,Pacific-NE,46.88,-129.33,-2100,Submarine volcano,Historical,D1,2466,1301011,Pacific Ocean,931,-14396949.7442941,5922508.96690259
Ayelu,Africa-NE,10.082,40.702,2145,Stratovolcano,Holocene,U,2467,20116,Ethiopia,932,4530925.91426782,1128160.16317257
Azufral,Colombia,1.08,-77.68,4070,Stratovolcano,Radiocarbon,D7,2468,150109,Colombia,933,-8647298.04482149,120232.170131296
"Azul, Cerro",Galapagos,-0.92,-91.408,1640,Shield volcano,Historical,D1,2469,150306,Ecuador,935,-10175492.0144316,-102418.332679832
"Azul, Cerro",Chile-C,-35.653,-70.761,3788,Stratovolcano,Historical,D1,2470,150706,Chile,936,-7877078.48802283,-4252979.15609493
Azumayama,Honshu-Japan,37.735,140.244,1949,Stratovolcano,Historical,D1,2471,80318,Japan,938,15611890.6668119,4542057.54277435
Babuyan Claro,Luzon-N of,19.524,121.95,1064,Stratovolcano,Historical,D2,2472,70403,Philippines,939,13574298.7073318,2216608.51815599
Bachelor,US-Oregon,43.979,-121.688,2763,Stratovolcano,Tephrochronology,D7,2473,120209,United States,940,-13546246.1956519,5462192.95987223
Bagana,Bougainville-SW Paci,-6.137,155.196,1855,Lava cone,Historical,D1,2474,50502,Papua New Guinea,941,17276339.6931529,-684477.774657325
Changbaishan,China-E,41.98,128.08,2744,Stratovolcano,Historical,D4,2475,100506,North Korea,942,14257800.3808025,5157984.01169186
Kostakan,Kamchatka,53.833,158.052,1150,Stratovolcano,Tephrochronology,D7,2476,1000122,Russia,943,17594045.5198769,7138025.84458241
Baker,US-Washington,48.777,-121.813,3285,Stratovolcano,Historical,D3,2477,120101,United States,944,-13560161.132001,6237107.32033077
Balhaf-Bir Ali Volcanic Field,Arabia-S,14.067,48.3,604,Volcanic field,Holocene,U,2478,30117,Yemen,945,5376731.40531511,1581904.40544823
Balbi,Bougainville-SW Paci,-5.916,155.001,2715,Stratovolcano,Holocene,U,2479,50501,Papua New Guinea,948,17252294.6831415,-660187.097556452
Baluan,Admiralty Is-SW Paci,-2.57,147.28,254,Stratovolcano,Holocene,U,2480,50002,United States,950,16395134.6040333,-286187.073955335
Baluran,Java,-7.85,114.37,1247,Stratovolcano,Holocene,Unknown,2481,603351,Indonesia,951,12731610.1620267,-876604.809389477
Balut,Mindanao-Philippines,5.398,125.376,840,Stratovolcano,Holocene,U,2482,70101,Philippines,952,13956681.1582067,602017.161892862
Bam,New Guinea-NE of,-3.613,144.818,685,Stratovolcano,Historical,D2,2483,50101,Papua New Guinea,953,16121066.0177003,-402464.135454968
Bamus,New Britain-SW Pac,-5.2,151.23,2248,Stratovolcano,Anthropology,D3,2484,50211,Papua New Guinea,954,16834846.5926668,-579657.658611395
Banahaw,Luzon-Philippines,14.07,121.48,2158,Complex volcano,Holocene,U,2485,70305,Philippines,955,13523091.7415669,1582248.69047351
Banda Api,Banda Sea,-4.523,129.881,596,Caldera,Historical,D1,2486,60509,Pacific Ocean,956,14458286.7837212,-504021.816170956
Bandaisan,Honshu-Japan,37.601,140.072,1816,Stratovolcano,Historical,D3,2487,80316,Japan,957,15592743.7143954,4523212.8235819
Banua Wuhu,Sangihe Is-Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2,2488,60703,Indonesia,958,13969594.2191387,349495.329076882
Sashiusudake [Baransky],Kuril Is,45.1,148.019,1125,Stratovolcano,Historical,D2,2489,90008,Russia,959,16477399.7077296,5637278.20189053
Barcena,Mexico-Is,19.3,-110.82,332,Cinder cone,Historical,D2,2490,140102,Mexico,960,-12336425.9697106,2190288.09311709
Bardarbunga,Iceland-NE,64.633,-17.516,2000,Stratovolcano,Historical,D2,2491,170303,Iceland,961,-1949872.20073498,9512359.38516684
Barkhatnaya Sopka,Kamchatka,52.802,158.24,874,Lava dome,Tephrochronology,D7,2492,1000084,Russia,962,17615196.2231276,6946456.93019104
Barren Island,Andaman Is-Indian O,12.278,93.858,354,Stratovolcano,Historical,D1,2493,60001,India,963,10448224.7668751,1377363.04737771
"Barrier, The",Africa-E,2.32,36.57,1032,Shield volcano,Historical,D2,2494,20203,Kenya,964,4070953.77831001,258331.82059315
Baru,Panama,8.808,-82.543,3474,Complex volcano,Historical,D5,2495,140601,Panama,965,-9188644.72854918,984386.999285587
Barva,Costa Rica,10.135,-84.1,2906,Complex volcano,Tephrochronology,D7,2496,140505,Costa Rica,966,-9361969.17571431,1134153.12422606
Batur,Lesser Sunda Is,-8.24,115.378,1711,Caldera,Historical,D1,2497,60401,Indonesia,968,12843486.2502739,-920675.974207799
"Bayo Gorbea, Cerro",Chile-N,-25.414,-68.588,5413,Complex volcano,Holocene,U,2498,1505122,Argentina,969,-7635181.23452905,-2926681.50092538
Myojinsho,Izu Is-Japan,31.888,139.918,11,Submarine volcano,Historical,D1,2499,80407,Japan,970,15575600.5128133,3748617.84898126
Bayuda Volcanic Field,Africa-N,18.33,32.75,670,Cinder cone,Radiocarbon,D6,2500,20506,Sudan,971,3645713.32347971,2076210.86529412
Bazman,Iran,28.07,60,3490,Stratovolcano,Fumarolic,U,2501,30203,Iran,972,6679169.44759641,3257802.05809761
Behm Canal-Rudyerd Bay,Alaska-SE,55.35,-131,500,Cinder cone,Holocene,Unknown,2502,110507,United States,973,-14588419.2684585,7424220.92465071
